c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_regionkey,c_comment
10015,Charlie Customer 10015,10015 Main St,15,555-5362,73558.51,MACHINERY,0,Customer 10015 comment
10016,Charlie Customer 10016,10016 Main St,16,555-7193,25599.21,MACHINERY,1,Customer 10016 comment
10017,Bob Customer 10017,10017 Main St,17,555-4102,91577.15,FURNITURE,2,Customer 10017 comment
10018,Jack Customer 10018,10018 Main St,18,555-7786,42428.74,FURNITURE,3,Customer 10018 comment
10019,Frank Customer 10019,10019 Main St,19,555-2552,66382.24,FURNITURE,4,Customer 10019 comment
10020,Frank Customer 10020,10020 Main St,20,555-4749,39786.83,AUTOMOBILE,0,Customer 10020 comment
10021,Frank Customer 10021,10021 Main St,21,555-8264,69109.37,FURNITURE,1,Customer 10021 comment
10022,Iris Customer 10022,10022 Main St,22,555-9713,6083.82,FURNITURE,2,Customer 10022 comment
10023,Charlie Customer 10023,10023 Main St,23,555-7869,62016.47,HOUSEHOLD,3,Customer 10023 comment
10024,Jack Customer 10024,10024 Main St,24,555-1795,67791.58,HOUSEHOLD,4,Customer 10024 comment
10025,Frank Customer 10025,10025 Main St,0,555-2707,73808.73,BUILDING,0,Customer 10025 comment
10026,Bob Customer 10026,10026 Main St,1,555-6155,70939.47,MACHINERY,1,Customer 10026 comment
10027,Diana Customer 10027,10027 Main St,2,555-4804,49779.07,FURNITURE,2,Customer 10027 comment
10028,Bob Customer 10028,10028 Main St,3,555-6239,40594.17,FURNITURE,3,Customer 10028 comment
10029,Grace Customer 10029,10029 Main St,4,555-9100,99250.56,FURNITURE,4,Customer 10029 comment
10030,Alice Customer 10030,10030 Main St,5,555-7778,72599.69,HOUSEHOLD,0,Customer 10030 comment
10031,Alice Customer 10031,10031 Main St,6,555-9922,12250.1,AUTOMOBILE,1,Customer 10031 comment
10032,Bob Customer 10032,10032 Main St,7,555-4659,18509.46,FURNITURE,2,Customer 10032 comment
10033,Alice Customer 10033,10033 Main St,8,555-3907,73534.24,FURNITURE,3,Customer 10033 comment
10034,Iris Customer 10034,10034 Main St,9,555-8017,-4321.73,FURNITURE,4,Customer 10034 comment
10035,Frank Customer 10035,10035 Main St,10,555-7173,12302.56,AUTOMOBILE,0,Customer 10035 comment
10036,Diana Customer 10036,10036 Main St,11,555-9855,53589.22,AUTOMOBILE,1,Customer 10036 comment
10037,Eve Customer 10037,10037 Main St,12,555-6891,5224.74,FURNITURE,2,Customer 10037 comment
10038,Henry Customer 10038,10038 Main St,13,555-1878,27290.2,FURNITURE,3,Customer 10038 comment
10039,Frank Customer 10039,10039 Main St,14,555-8708,83855.29,AUTOMOBILE,4,Customer 10039 comment
10040,Grace Customer 10040,10040 Main St,15,555-4151,48895.59,BUILDING,0,Customer 10040 comment
10041,Diana Customer 10041,10041 Main St,16,555-3722,95766.57,AUTOMOBILE,1,Customer 10041 comment
10042,Henry Customer 10042,10042 Main St,17,555-2452,31528.97,HOUSEHOLD,2,Customer 10042 comment
10043,Grace Customer 10043,10043 Main St,18,555-3632,68678.22,HOUSEHOLD,3,Customer 10043 comment
10044,Grace Customer 10044,10044 Main St,19,555-8580,95444.17,FURNITURE,4,Customer 10044 comment
10045,Henry Customer 10045,10045 Main St,20,555-7847,69567.3,AUTOMOBILE,0,Customer 10045 comment
10046,Diana Customer 10046,10046 Main St,21,555-8690,-7295.6,HOUSEHOLD,1,Customer 10046 comment
10047,Frank Customer 10047,10047 Main St,22,555-5572,41654.22,MACHINERY,2,Customer 10047 comment
10048,Charlie Customer 10048,10048 Main St,23,555-7770,47927.04,HOUSEHOLD,3,Customer 10048 comment
10049,Diana Customer 10049,10049 Main St,24,555-3012,77617.8,AUTOMOBILE,4,Customer 10049 comment
10050,Charlie Customer 10050,10050 Main St,0,555-5596,-69.6,AUTOMOBILE,0,Customer 10050 comment
10051,Diana Customer 10051,10051 Main St,1,555-3285,46147.16,BUILDING,1,Customer 10051 comment
10052,Grace Customer 10052,10052 Main St,2,555-4038,28336.93,HOUSEHOLD,2,Customer 10052 comment
10053,Eve Customer 10053,10053 Main St,3,555-2553,90257.96,FURNITURE,3,Customer 10053 comment
10054,Eve Customer 10054,10054 Main St,4,555-6598,30486.27,BUILDING,4,Customer 10054 comment
10055,Iris Customer 10055,10055 Main St,5,555-3690,25012.74,HOUSEHOLD,0,Customer 10055 comment
10056,Diana Customer 10056,10056 Main St,6,555-2401,18740.68,BUILDING,1,Customer 10056 comment
10057,Alice Customer 10057,10057 Main St,7,555-4805,28187.2,AUTOMOBILE,2,Customer 10057 comment
10058,Alice Customer 10058,10058 Main St,8,555-4326,89503.68,AUTOMOBILE,3,Customer 10058 comment
10059,Iris Customer 10059,10059 Main St,9,555-3468,37420.17,AUTOMOBILE,4,Customer 10059 comment
10060,Frank Customer 10060,10060 Main St,10,555-5960,85818.64,BUILDING,0,Customer 10060 comment
10061,Eve Customer 10061,10061 Main St,11,555-8319,53752.92,HOUSEHOLD,1,Customer 10061 comment
10062,Grace Customer 10062,10062 Main St,12,555-6902,38733.17,MACHINERY,2,Customer 10062 comment
10063,Iris Customer 10063,10063 Main St,13,555-8154,61966.89,BUILDING,3,Customer 10063 comment
10064,Diana Customer 10064,10064 Main St,14,555-3420,75740.67,FURNITURE,4,Customer 10064 comment
10065,Alice Customer 10065,10065 Main St,15,555-9593,35960.89,HOUSEHOLD,0,Customer 10065 comment
10066,Grace Customer 10066,10066 Main St,16,555-9785,24510.17,FURNITURE,1,Customer 10066 comment
10067,Diana Customer 10067,10067 Main St,17,555-5883,38207.93,BUILDING,2,Customer 10067 comment
10068,Iris Customer 10068,10068 Main St,18,555-9818,9232.29,BUILDING,3,Customer 10068 comment
10069,Jack Customer 10069,10069 Main St,19,555-3785,83614.21,HOUSEHOLD,4,Customer 10069 comment
10070,Henry Customer 10070,10070 Main St,20,555-3901,47273.18,FURNITURE,0,Customer 10070 comment
10071,Grace Customer 10071,10071 Main St,21,555-8648,92619.95,AUTOMOBILE,1,Customer 10071 comment
10072,Grace Customer 10072,10072 Main St,22,555-4429,-1416.25,AUTOMOBILE,2,Customer 10072 comment
10073,Diana Customer 10073,10073 Main St,23,555-1269,83712.31,FURNITURE,3,Customer 10073 comment
10074,Grace Customer 10074,10074 Main St,24,555-1686,1344.06,AUTOMOBILE,4,Customer 10074 comment
10075,Grace Customer 10075,10075 Main St,0,555-3494,46556.45,BUILDING,0,Customer 10075 comment
10076,Diana Customer 10076,10076 Main St,1,555-4399,67109.86,MACHINERY,1,Customer 10076 comment
10077,Eve Customer 10077,10077 Main St,2,555-1804,46712.33,FURNITURE,2,Customer 10077 comment
10078,Henry Customer 10078,10078 Main St,3,555-5608,52805.95,BUILDING,3,Customer 10078 comment
10079,Grace Customer 10079,10079 Main St,4,555-4924,17953.98,AUTOMOBILE,4,Customer 10079 comment
10080,Alice Customer 10080,10080 Main St,5,555-4747,93706.35,BUILDING,0,Customer 10080 comment
10081,Bob Customer 10081,10081 Main St,6,555-7360,35325.35,MACHINERY,1,Customer 10081 comment
10082,Grace Customer 10082,10082 Main St,7,555-3931,98320.58,AUTOMOBILE,2,Customer 10082 comment
10083,Iris Customer 10083,10083 Main St,8,555-5491,29911.64,FURNITURE,3,Customer 10083 comment
10084,Eve Customer 10084,10084 Main St,9,555-2185,21911.47,BUILDING,4,Customer 10084 comment
10085,Iris Customer 10085,10085 Main St,10,555-6427,39908.63,MACHINERY,0,Customer 10085 comment
10086,Charlie Customer 10086,10086 Main St,11,555-3667,88457.1,FURNITURE,1,Customer 10086 comment
10087,Bob Customer 10087,10087 Main St,12,555-2705,59724.03,HOUSEHOLD,2,Customer 10087 comment
10088,Eve Customer 10088,10088 Main St,13,555-9635,36968.85,BUILDING,3,Customer 10088 comment
10089,Grace Customer 10089,10089 Main St,14,555-7792,72220.28,BUILDING,4,Customer 10089 comment
10090,Charlie Customer 10090,10090 Main St,15,555-7381,88011.12,FURNITURE,0,Customer 10090 comment
10091,Grace Customer 10091,10091 Main St,16,555-1288,60085.65,MACHINERY,1,Customer 10091 comment
10092,Eve Customer 10092,10092 Main St,17,555-6496,11917.68,HOUSEHOLD,2,Customer 10092 comment
10093,Bob Customer 10093,10093 Main St,18,555-7221,88032.88,AUTOMOBILE,3,Customer 10093 comment
10094,Eve Customer 10094,10094 Main St,19,555-5545,-2014.95,BUILDING,4,Customer 10094 comment
10095,Grace Customer 10095,10095 Main St,20,555-7371,58913.51,HOUSEHOLD,0,Customer 10095 comment
10096,Iris Customer 10096,10096 Main St,21,555-5716,25139.45,MACHINERY,1,Customer 10096 comment
10097,Diana Customer 10097,10097 Main St,22,555-3416,90009.54,MACHINERY,2,Customer 10097 comment
10098,Frank Customer 10098,10098 Main St,23,555-1917,86233.7,FURNITURE,3,Customer 10098 comment
10099,Charlie Customer 10099,10099 Main St,24,555-4464,75160.56,HOUSEHOLD,4,Customer 10099 comment
10100,Diana Customer 10100,10100 Main St,0,555-6677,19268.44,FURNITURE,0,Customer 10100 comment
10101,Alice Customer 10101,10101 Main St,1,555-8551,-1610.9,BUILDING,1,Customer 10101 comment
10102,Alice Customer 10102,10102 Main St,2,555-8603,73154.44,HOUSEHOLD,2,Customer 10102 comment
10103,Iris Customer 10103,10103 Main St,3,555-7141,-7362.4,AUTOMOBILE,3,Customer 10103 comment
10104,Alice Customer 10104,10104 Main St,4,555-6669,60256.34,BUILDING,4,Customer 10104 comment
10105,Grace Customer 10105,10105 Main St,5,555-8106,38895.72,FURNITURE,0,Customer 10105 comment
10106,Iris Customer 10106,10106 Main St,6,555-6567,15738.35,AUTOMOBILE,1,Customer 10106 comment
10107,Diana Customer 10107,10107 Main St,7,555-2999,44957.76,BUILDING,2,Customer 10107 comment
10108,Eve Customer 10108,10108 Main St,8,555-8456,53240.21,FURNITURE,3,Customer 10108 comment
10109,Frank Customer 10109,10109 Main St,9,555-5185,70909.66,BUILDING,4,Customer 10109 comment
10110,Charlie Customer 10110,10110 Main St,10,555-3717,22197.75,HOUSEHOLD,0,Customer 10110 comment
10111,Charlie Customer 10111,10111 Main St,11,555-3565,-9363.48,AUTOMOBILE,1,Customer 10111 comment
10112,Iris Customer 10112,10112 Main St,12,555-9992,-2055.26,AUTOMOBILE,2,Customer 10112 comment
10113,Alice Customer 10113,10113 Main St,13,555-9339,54516.09,FURNITURE,3,Customer 10113 comment
10114,Charlie Customer 10114,10114 Main St,14,555-2813,82921.74,MACHINERY,4,Customer 10114 comment
10115,Iris Customer 10115,10115 Main St,15,555-1058,3221.8,AUTOMOBILE,0,Customer 10115 comment
10116,Grace Customer 10116,10116 Main St,16,555-8046,8286.9,BUILDING,1,Customer 10116 comment
10117,Frank Customer 10117,10117 Main St,17,555-1934,42494.91,AUTOMOBILE,2,Customer 10117 comment
10118,Charlie Customer 10118,10118 Main St,18,555-5563,72481.92,HOUSEHOLD,3,Customer 10118 comment
10119,Bob Customer 10119,10119 Main St,19,555-4795,87614.12,FURNITURE,4,Customer 10119 comment
10120,Diana Customer 10120,10120 Main St,20,555-1887,17177.13,AUTOMOBILE,0,Customer 10120 comment
10121,Frank Customer 10121,10121 Main St,21,555-1750,71605.6,AUTOMOBILE,1,Customer 10121 comment
10122,Henry Customer 10122,10122 Main St,22,555-5105,56038.95,AUTOMOBILE,2,Customer 10122 comment
10123,Diana Customer 10123,10123 Main St,23,555-4774,45641.12,FURNITURE,3,Customer 10123 comment
10124,Eve Customer 10124,10124 Main St,24,555-1774,73455.09,AUTOMOBILE,4,Customer 10124 comment
10125,Henry Customer 10125,10125 Main St,0,555-7438,29025.81,AUTOMOBILE,0,Customer 10125 comment
10126,Jack Customer 10126,10126 Main St,1,555-5358,6979.58,HOUSEHOLD,1,Customer 10126 comment
10127,Frank Customer 10127,10127 Main St,2,555-9594,-7892.65,AUTOMOBILE,2,Customer 10127 comment
10128,Alice Customer 10128,10128 Main St,3,555-9564,35197.56,FURNITURE,3,Customer 10128 comment
10129,Bob Customer 10129,10129 Main St,4,555-5710,51228.76,AUTOMOBILE,4,Customer 10129 comment
10130,Charlie Customer 10130,10130 Main St,5,555-1766,46687.66,BUILDING,0,Customer 10130 comment
10131,Frank Customer 10131,10131 Main St,6,555-1937,72934.38,FURNITURE,1,Customer 10131 comment
10132,Iris Customer 10132,10132 Main St,7,555-9119,62687.0,FURNITURE,2,Customer 10132 comment
10133,Jack Customer 10133,10133 Main St,8,555-1454,81989.45,BUILDING,3,Customer 10133 comment
10134,Iris Customer 10134,10134 Main St,9,555-3052,90243.59,MACHINERY,4,Customer 10134 comment
10135,Henry Customer 10135,10135 Main St,10,555-3791,1524.99,HOUSEHOLD,0,Customer 10135 comment
10136,Alice Customer 10136,10136 Main St,11,555-8918,17844.82,FURNITURE,1,Customer 10136 comment
10137,Henry Customer 10137,10137 Main St,12,555-4792,52480.01,BUILDING,2,Customer 10137 comment
10138,Henry Customer 10138,10138 Main St,13,555-3045,43286.76,FURNITURE,3,Customer 10138 comment
10139,Alice Customer 10139,10139 Main St,14,555-1484,12045.02,FURNITURE,4,Customer 10139 comment
10140,Frank Customer 10140,10140 Main St,15,555-7463,48066.06,HOUSEHOLD,0,Customer 10140 comment
10141,Eve Customer 10141,10141 Main St,16,555-9682,33574.08,MACHINERY,1,Customer 10141 comment
10142,Diana Customer 10142,10142 Main St,17,555-8845,22314.85,FURNITURE,2,Customer 10142 comment
10143,Jack Customer 10143,10143 Main St,18,555-7199,34534.74,BUILDING,3,Customer 10143 comment
10144,Henry Customer 10144,10144 Main St,19,555-3213,14103.41,MACHINERY,4,Customer 10144 comment
10145,Alice Customer 10145,10145 Main St,20,555-5787,83632.15,MACHINERY,0,Customer 10145 comment
10146,Eve Customer 10146,10146 Main St,21,555-2696,6277.77,HOUSEHOLD,1,Customer 10146 comment
10147,Bob Customer 10147,10147 Main St,22,555-9900,-9827.07,MACHINERY,2,Customer 10147 comment
10148,Iris Customer 10148,10148 Main St,23,555-4452,45117.78,AUTOMOBILE,3,Customer 10148 comment
10149,Frank Customer 10149,10149 Main St,24,555-3175,76956.87,HOUSEHOLD,4,Customer 10149 comment
10150,Eve Customer 10150,10150 Main St,0,555-1077,23674.97,HOUSEHOLD,0,Customer 10150 comment
10151,Diana Customer 10151,10151 Main St,1,555-6980,2866.34,BUILDING,1,Customer 10151 comment
10152,Charlie Customer 10152,10152 Main St,2,555-7486,56847.05,FURNITURE,2,Customer 10152 comment
10153,Henry Customer 10153,10153 Main St,3,555-8227,31081.43,MACHINERY,3,Customer 10153 comment
10154,Grace Customer 10154,10154 Main St,4,555-5745,94186.31,BUILDING,4,Customer 10154 comment
10155,Diana Customer 10155,10155 Main St,5,555-2616,37008.91,MACHINERY,0,Customer 10155 comment
10156,Henry Customer 10156,10156 Main St,6,555-9572,-2355.27,FURNITURE,1,Customer 10156 comment
10157,Charlie Customer 10157,10157 Main St,7,555-5286,81765.02,HOUSEHOLD,2,Customer 10157 comment
10158,Bob Customer 10158,10158 Main St,8,555-5071,27213.33,MACHINERY,3,Customer 10158 comment
10159,Grace Customer 10159,10159 Main St,9,555-5384,7240.52,HOUSEHOLD,4,Customer 10159 comment
10160,Diana Customer 10160,10160 Main St,10,555-4607,-8743.35,HOUSEHOLD,0,Customer 10160 comment
10161,Frank Customer 10161,10161 Main St,11,555-4937,55935.71,AUTOMOBILE,1,Customer 10161 comment
10162,Grace Customer 10162,10162 Main St,12,555-1684,47411.05,HOUSEHOLD,2,Customer 10162 comment
10163,Frank Customer 10163,10163 Main St,13,555-4083,9892.45,HOUSEHOLD,3,Customer 10163 comment
10164,Henry Customer 10164,10164 Main St,14,555-4878,21930.77,BUILDING,4,Customer 10164 comment
10165,Bob Customer 10165,10165 Main St,15,555-2377,17935.47,HOUSEHOLD,0,Customer 10165 comment
10166,Henry Customer 10166,10166 Main St,16,555-5990,40082.69,FURNITURE,1,Customer 10166 comment
10167,Eve Customer 10167,10167 Main St,17,555-9019,12187.57,MACHINERY,2,Customer 10167 comment
10168,Henry Customer 10168,10168 Main St,18,555-1605,20300.54,HOUSEHOLD,3,Customer 10168 comment
10169,Jack Customer 10169,10169 Main St,19,555-1652,53351.59,MACHINERY,4,Customer 10169 comment
10170,Henry Customer 10170,10170 Main St,20,555-9749,-2536.26,FURNITURE,0,Customer 10170 comment
10171,Frank Customer 10171,10171 Main St,21,555-7379,97432.86,FURNITURE,1,Customer 10171 comment
10172,Jack Customer 10172,10172 Main St,22,555-8852,94038.87,AUTOMOBILE,2,Customer 10172 comment
10173,Jack Customer 10173,10173 Main St,23,555-7306,350.15,BUILDING,3,Customer 10173 comment
10174,Diana Customer 10174,10174 Main St,24,555-5109,-7663.93,MACHINERY,4,Customer 10174 comment
10175,Diana Customer 10175,10175 Main St,0,555-7577,49557.82,HOUSEHOLD,0,Customer 10175 comment
10176,Bob Customer 10176,10176 Main St,1,555-1838,47077.77,BUILDING,1,Customer 10176 comment
10177,Eve Customer 10177,10177 Main St,2,555-2794,67633.78,MACHINERY,2,Customer 10177 comment
10178,Frank Customer 10178,10178 Main St,3,555-8033,58738.95,FURNITURE,3,Customer 10178 comment
10179,Diana Customer 10179,10179 Main St,4,555-1519,42118.08,AUTOMOBILE,4,Customer 10179 comment
10180,Bob Customer 10180,10180 Main St,5,555-9238,62625.97,HOUSEHOLD,0,Customer 10180 comment
10181,Henry Customer 10181,10181 Main St,6,555-8437,78206.42,MACHINERY,1,Customer 10181 comment
10182,Jack Customer 10182,10182 Main St,7,555-2652,32592.61,HOUSEHOLD,2,Customer 10182 comment
10183,Henry Customer 10183,10183 Main St,8,555-3966,15475.92,AUTOMOBILE,3,Customer 10183 comment
10184,Eve Customer 10184,10184 Main St,9,555-2149,3058.62,FURNITURE,4,Customer 10184 comment
10185,Iris Customer 10185,10185 Main St,10,555-6436,38361.91,HOUSEHOLD,0,Customer 10185 comment
10186,Grace Customer 10186,10186 Main St,11,555-8360,92634.91,BUILDING,1,Customer 10186 comment
10187,Charlie Customer 10187,10187 Main St,12,555-7308,26046.1,MACHINERY,2,Customer 10187 comment
10188,Charlie Customer 10188,10188 Main St,13,555-9998,81510.67,HOUSEHOLD,3,Customer 10188 comment
10189,Charlie Customer 10189,10189 Main St,14,555-2927,8287.1,MACHINERY,4,Customer 10189 comment
10190,Iris Customer 10190,10190 Main St,15,555-9749,45978.03,AUTOMOBILE,0,Customer 10190 comment
10191,Eve Customer 10191,10191 Main St,16,555-2048,58697.27,MACHINERY,1,Customer 10191 comment
10192,Alice Customer 10192,10192 Main St,17,555-9680,22142.38,FURNITURE,2,Customer 10192 comment
10193,Iris Customer 10193,10193 Main St,18,555-6484,86323.46,AUTOMOBILE,3,Customer 10193 comment
10194,Henry Customer 10194,10194 Main St,19,555-4717,-3211.72,FURNITURE,4,Customer 10194 comment
10195,Diana Customer 10195,10195 Main St,20,555-8466,88912.14,AUTOMOBILE,0,Customer 10195 comment
10196,Bob Customer 10196,10196 Main St,21,555-9677,25295.14,HOUSEHOLD,1,Customer 10196 comment
10197,Grace Customer 10197,10197 Main St,22,555-9094,-7602.16,BUILDING,2,Customer 10197 comment
10198,Grace Customer 10198,10198 Main St,23,555-5185,18079.59,BUILDING,3,Customer 10198 comment
10199,Eve Customer 10199,10199 Main St,24,555-6004,-9750.68,BUILDING,4,Customer 10199 comment
10200,Eve Customer 10200,10200 Main St,0,555-1593,76277.82,FURNITURE,0,Customer 10200 comment
10201,Grace Customer 10201,10201 Main St,1,555-1739,6389.69,BUILDING,1,Customer 10201 comment
10202,Alice Customer 10202,10202 Main St,2,555-7927,24358.34,BUILDING,2,Customer 10202 comment
10203,Henry Customer 10203,10203 Main St,3,555-8967,7479.76,MACHINERY,3,Customer 10203 comment
10204,Iris Customer 10204,10204 Main St,4,555-3643,9411.15,HOUSEHOLD,4,Customer 10204 comment
10205,Iris Customer 10205,10205 Main St,5,555-6409,72407.4,FURNITURE,0,Customer 10205 comment
10206,Charlie Customer 10206,10206 Main St,6,555-8429,91632.41,FURNITURE,1,Customer 10206 comment
10207,Eve Customer 10207,10207 Main St,7,555-8953,53329.55,HOUSEHOLD,2,Customer 10207 comment
10208,Charlie Customer 10208,10208 Main St,8,555-7141,2639.82,HOUSEHOLD,3,Customer 10208 comment
10209,Henry Customer 10209,10209 Main St,9,555-4193,79369.26,MACHINERY,4,Customer 10209 comment
10210,Frank Customer 10210,10210 Main St,10,555-5519,38989.1,FURNITURE,0,Customer 10210 comment
10211,Iris Customer 10211,10211 Main St,11,555-8560,81994.68,AUTOMOBILE,1,Customer 10211 comment
10212,Henry Customer 10212,10212 Main St,12,555-2096,90128.45,FURNITURE,2,Customer 10212 comment
10213,Diana Customer 10213,10213 Main St,13,555-3340,29006.69,HOUSEHOLD,3,Customer 10213 comment
10214,Alice Customer 10214,10214 Main St,14,555-8047,66252.21,MACHINERY,4,Customer 10214 comment
10215,Henry Customer 10215,10215 Main St,15,555-2972,51406.98,AUTOMOBILE,0,Customer 10215 comment
10216,Grace Customer 10216,10216 Main St,16,555-1033,74463.57,BUILDING,1,Customer 10216 comment
10217,Henry Customer 10217,10217 Main St,17,555-5742,92122.53,BUILDING,2,Customer 10217 comment
10218,Eve Customer 10218,10218 Main St,18,555-2003,95931.4,AUTOMOBILE,3,Customer 10218 comment
10219,Frank Customer 10219,10219 Main St,19,555-7177,94950.02,BUILDING,4,Customer 10219 comment
10220,Alice Customer 10220,10220 Main St,20,555-5808,3300.93,BUILDING,0,Customer 10220 comment
10221,Grace Customer 10221,10221 Main St,21,555-7501,83139.47,MACHINERY,1,Customer 10221 comment
10222,Frank Customer 10222,10222 Main St,22,555-3419,42832.65,BUILDING,2,Customer 10222 comment
10223,Henry Customer 10223,10223 Main St,23,555-2810,98967.39,MACHINERY,3,Customer 10223 comment
10224,Jack Customer 10224,10224 Main St,24,555-8679,1284.45,MACHINERY,4,Customer 10224 comment
10225,Diana Customer 10225,10225 Main St,0,555-6337,-8980.23,FURNITURE,0,Customer 10225 comment
10226,Charlie Customer 10226,10226 Main St,1,555-8512,7301.26,HOUSEHOLD,1,Customer 10226 comment
10227,Alice Customer 10227,10227 Main St,2,555-5818,13172.51,HOUSEHOLD,2,Customer 10227 comment
